sample_id,text,true_label,pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,technique,vulnerability
451,"Person1: You're crazy, man. Smart dresser, but crazy.
Person2: What's the matter? Legend has it Bandit LaRue's king of the road.
Person1: I can make it to Texarkana and back in twenty-eight hours... that's no sweat.",0,0,300,291,290,1,0.512253999710083,,
452,"Person1: I'm a girl, I'm a girl, I'm a girl -
Person2: What did you say?
Person1: I'm a very sick girl.
Person2: Maybe I'd better go before I catch something.
Person1: I'm not that sick.
Person2: I have a very low resistance.
Person1: Look, Sugar, if you feel you're coming down with something, the best thing is a shot of whiskey.
Person2: You got some?
Person1: I know where to get some.  Don't move.",0,0,300,343,342,1,0.3960740566253662,,
453,"Person1: I gotta get out of here.
Person2: You just stay put.  You need rest.
Person1: You don't get it, he's after me...
Person2: Don't worry, honey",0,0,300,278,277,1,2.362355947494507,,
454,"Person1: Or maybe you called Goebbels or Goering? You were so close you were in the same shithouse as them.
Person2: May I ask a question?
Person1: Sure.
Person2: When will my case be heard by the Tribunal?
Person1: Your guess is as good as mine.
Person2: I need to work. I need to make my living. I live off the generosity of friends...
Person1: Tough, tough!
Person2: Then why is it, please, that another conductor who was actually a member of the Party, who used to play the Horst Wessel before his concerts, has already been cleared and is working again while I have to wait and wait and wait?
Person1: I don't know, he wasn't my case. Why did you escape to Switzerland just before the war ended?
Person2: It was because I learned that the Gestapo was about to arrest me.
Person1: Why were they going to arrest you?
Person2: I believe it was because of another letter I'd written to Goebbels lamenting the decline of musical standards due to racial policies.
Person1: You didn't complain about the racial policies, just about the musical standards, is that right?",0,1,300,488,487,1,1.4342870712280273,,
455,"Person1: I can't believe I made such a glaring mistake in the report. I feel so foolish.
Person2: Hey, we all make mistakes. It's part of the learning process.
Person1: I just wanted to make a good impression on my first big project.
Person2: Understandable, but remember, nobody is perfect. We'll fix it and move forward.
Person1: Thanks for the reassurance. I'll double-check my work next time.",0,0,300,326,325,1,0.5097668170928955,,
456,"Person1: Zack, I dare you not to fall in love with me. I ain't gonna get serious with you, no way. But how can you resist me? I'm like candy.
Person2: You're better than candy.
Person1: I'm serious. It's gonna be hard to get enough.",1,0,300,295,294,1,0.9213168621063232,,
457,"Person1: Jackie... Jackie?... answer me, for God's sake, answer me.
Person2: If you knew how many times I wanted to hear you say that...
Person1: So I'm saying it...
Person2: It's too late...
Person1: What's too late about it? Look, we're not dead, are we? That's the only thing that's too late.
Person2: Lester's left Felicia. He's taking me to Acapulco on the five o'clock flight. He's asked me to marry him.
Person1: So what? You don't love him, do you? Answer me.
Person2: What's that supposed to mean?
Person1: I don't know... Jackie?
Person2: What?",0,0,300,381,380,1,0.6110689640045166,,
458,"Person1: Really, why don't you go sit down somewhere?
Person2: I like to work. I don't mind work. It's the least I can do after all you and Mr. Hillyer have done for me.  You're so sweet. There never was nobody like you.
Person1: Well, you run on now.
Person2: Yes, Ma'am.",0,1,300,311,310,1,0.6135077476501465,,
459,"Person1: Eddie, is it all right if I get personal?
Person2: Whaddya been so far?
Person1: Eddie, you're a born loser.
Person2: What's that supposed to mean?
Person1: First time in ten years I ever saw Minnesota Fats hooked, really hooked. But you let him off.
Person2: I told you. I got drunk.
Person1: Sure, you got drunk. That's the best excuse in the world for losing. No trouble losing when you got a good excuse. And winning! That can be heavy on your back too. Like a monkey. You drop that load too when you got an excuse. All you gotta do is learn to feel sorry for yourself. It's one of the best indoor sports: feeling sorry for yourself -- a sport enjoyed by all, especially the born losers.
Person2: Thanks for the drink.
Person1: Wait a minute. Maybe I can help you.
Person2: To do what?
Person1: Get the three thousand. Play Minnesota Fats again.
Person2: Why?
Person1: Ten reasons. Maybe fifteen. And also there's something in it for me.
Person2: Oh yeah, I figured that. How much?
Person1: Seventy-five per cent.
Person2: For who?
Person1: For me.
Person2: That's a -- that's a pretty big slice. Who do you think you are, General Motors?
Person1: How much you think you're worth these days? I'm puttin' up the money, I'm puttin' up the time. For that I get seventy-five per cent return on my money -- if you win.
Person2: You think I can lose?
Person1: I never saw you do anything else.
Person2: You saw me beat Minnesota Fats for eighteen thousand dollars.
Person1: Look, you wanna hustle pool, don't you? This game isn't like football. Nobody pays you for yardage. When you hustle you keep score real simple. The end of the game you count up your money. That's how you find out who's best. That's the only way.
Person2: Why back me then? Why not back yourself? Go find yourself a big fat poker game and get rich. You know all the angles.
Person1: I'm already rich. But I like action. That's one thing I think you're good for is action. Besides, like I say... you got talent.
Person2: Yeah, you already told me that. You cut that slice down to bite-size and maybe we can talk.
Person1: No, we don't talk. I don't make bad bets. Seventy-five, twenty-five. That's it.
Person2: Kiss off.",1,1,300,786,785,1,0.40824174880981445,"Shaming or Belittlement,Accusation",
460,"Person1: Why, you don't want us to bring him over?
Person2: No, it's that when do you have time to be parents to him? You guys don't pick him up until nine, ten at night. You are into yourselves, as the saying goes. Spend some time trying to be parents. Take him to the mountains, fishing. You ought to let him get to know nature.
Person1: Well, you are his grandfather. He is supposed to spend some time with you. You're supposed to show him those woodsy things and this and that.
Person2: Junior spends time with his child.
Person1: Oh here we go with that.",1,1,300,370,369,1,0.5109870433807373,Rationalization,
461,"Person1: You're all just jealous.
Person2: Actually, I have no idea what the World's Record is.  I was just kidding.",0,0,300,264,263,1,0.51041579246521,,
462,"Person1: You awake?
Person2: You could call it that.  My eyes are open.
Person1: Me too.  I feel awake.
Person2: Good.
Person1: Wide awake.  I don't remember ever feelin' this awake.  Everything looks different.  You know what I mean.  I know you know what I mean. Everything looks new.  Do you feel like that?  Like you've got something to look forward to?",0,0,300,331,330,1,0.5100760459899902,,
463,"Person1: You did create me in your image, Nathan. Before you I was a simple, happy, complete being, in harmony with the world around me. After you I became duplicitous, cynical, angry, anal, totally out of touch with my surroundings. In a word, Nathan, I became you. Lila has reintroduced me to myself. And, incidentally, what I'm about to do, kill you, is something that would never have occurred to me to do as a creature of the Earth. Before when I killed, it was for food or in self-defense. Now I will kill for revenge. Revenge is an abstract concept, Nathan. And I learned abstract thinking from you.
Person2: No.",0,0,300,383,382,1,0.4745337963104248,,
464,"Person1: Hey, Eve!
Person2: Have you ever heard the saying, ""He hasn't got enough sense to come in out of the rain?""
Person1: Yep.  You know, my father -- who is a scientist -- says that everything is a miracle. Everything. Until recently I wasn 't sure what he meant by that.
Person2: Yeah? No kidding. Listen, you still want to go girl hunting tonight?
Person1: I certainly do!
Person2: Okay. But you know, this business of finding you a wife -- it's kind of ridiculous, don't you think?
Person1: No it's not!
Person2: Yes it is. A girlfriend maybe. But a wife? I mean...
Person1: Then just help me find a girlfriend! That's all I ask. I'll give you every single card I've got left!
Person2: Hey, screw you! Okay? You think I'm just somebody you can buy off! Listen, let me tell you something--
Person1: Would you do it just because you're my friend? My very best friend.
Person2: Well...yeah. Okay.",0,1,300,463,462,1,0.6496486663818359,,
